Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Afghanistan,AFG,..,..,..,8.44416322679218,1.05555578746555,11.1752702416587,5.55413762257501,13.7402049898513,3.61136839226168,21.0206487363678,8.43329048161792,6.11368516942299,14.4347412879524,1.95912289275337,1.31253090764642,1.51991126448578
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Albania,ALB,6.66662051466618,7.94033142118306,4.23137101197186,5.77349056968094,5.70955658121406,5.72081995256856,5.43101273397926,5.90000000867104,7.52999998948079,3.35000000887302,3.70999999380066,2.55000000544001,1.41999999814648,1.10999999256572,2,2.55999999999999
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Algeria,DZA,3.8,2.99999999999999,5.59999999999994,7.20000000000012,4.29999999999981,5.90000000000006,1.70000000000007,3.40000000000001,2.39999999999986,1.60000000000011,3.60000000000002,2.90000000000006,3.39999999999989,2.80000000000014,3.79999999999987,3.89999999999992
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Andorra,ADO,1.16578706437875,6.06678059681872,6.42684513850158,12.0239197396079,8.06950429074125,7.83970449604648,4.58531059335641,0.078039377902499,-8.59425600818136,-3.81798602402674,-5.34797718118854,-4.80267503725287,-1.76001032768896,-0.0635143126218196,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Angola,AGO,3.01207617104589,4.22096514726003,-6.94046155293243,5.24749454056162,10.8795774758584,18.2614503245644,20.7351248827892,22.5930542991417,13.8171458087553,2.41286969254453,3.40765479391563,3.91859698579799,5.15544054479086,6.81358576983935,4.80447270408375,2.99770407322555
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Antigua and Barbuda,ATG,5.04176929743556,-3.19424189288979,2.92425143016098,5.91363142470426,5.28642014860594,6.08322843204205,13.3764001850193,9.49894448015539,0.07111102052761,-12.0360150576178,-7.14299133491195,-1.79343560355176,4.01954183888284,-0.346259915794363,4.8219802933227,3.66412072919201
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Argentina,ARG,-0.788998929008557,-4.40883969595698,-10.8944848114851,8.83704077566954,9.02957332125899,9.19848898286102,8.40286856609245,7.96557324797851,3.07494550317222,0.0500244563851595,9.45157833146632,8.38645145563733,0.801760179229987,2.88535188297455,0.453605479037094,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Armenia,ARM,5.89999999999978,9.55664149553445,13.186300532067,14.0407950559649,10.4678418639969,13.8657112498155,13.1980035154758,13.7492019586216,6.90000000168239,-14.149988640087,2.1999999991457,4.69999999861844,7.20000000328227,3.30000000179984,3.49999999884847,3.00000000125773
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Aruba,ABW,-0.364695778713454,-2.16445940890385,0.465289865491144,7.51947237328494,1.17669048367502,0.380390971382511,2.35511944298051,-3.65462624193272,-6.88130206359888,-5.65350208612952,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Australia,AUS,3.86865768166436,1.92938679706415,3.856686720792,3.07079872147182,4.14937434487798,3.2066423006508,2.9828702853226,3.75765786437918,3.70669950604605,1.81967826084417,2.01818214420197,2.37956133560841,3.63272030319823,2.44004906206246,2.4998512224341,2.25782511179634
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Austria,AUT,3.36840771488365,1.35051607992412,1.65585494261917,0.756156575984136,2.70574308750665,2.14068259595112,3.35083135763318,3.621510423492,1.54726383930861,-3.79907504838874,1.92867305613767,2.80799993211767,0.757314345720772,0.321250821811844,0.353471065680438,0.862105018651633
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Azerbaijan,AZE,11.0999992535406,9.89999999999999,10.5999992015725,11.2000002371477,10.2000003982988,26.4000008082431,34.4999995102935,25.0489995231791,10.7724207826314,9.41065376397619,4.85433932383958,0.0659227678492726,2.20000018843571,5.79667839631929,2,1.09999999999999
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Bahamas, The",BHS,4.149246399763,2.62562712099302,2.7046295125315,-1.26474462878853,0.882884232581944,3.39529266953875,2.51686384101369,1.44652221530914,-2.32393724789044,-4.17525917522813,1.53877885334302,0.612902595753823,2.21731297852183,0.0220301965625538,1.02278610479254,1.22048360020888
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bahrain,BHR,5.29999479407712,2.49103356534492,3.61414828908676,6.02395119599457,6.98094698388441,6.768939708829,6.46856767156123,8.29244382201286,6.24512834138467,2.53977246949495,4.33440708785902,2.10018410872759,3.5887045713562,5.41293824262871,4.48093515168384,2.92656721719055
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bangladesh,BGD,5.2932947184604,5.07728777597312,3.83312394005608,4.73956739916446,5.2395329104527,6.53594494052352,6.67186826509662,7.05863620607012,6.01378975923306,5.04512479417738,5.57180227396866,6.46438388047517,6.52143507837333,6.01359606747023,6.06109305375394,6.55263331602802
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Barbados,BRB,4.50733752620545,-2.40722166499498,0.822199383350466,2.14067278287462,1.39720558882235,4.03543307086613,5.67644276253547,1.70098478066249,0.440140845070431,-4.03155127081507,0.273972602739732,0.728597449908918,0.27124773960216,0,0.180342651036966,0.990099009900987
